instance_id,seed,model,original_query,repaired_query,ground_truth_repair,exec_success,equiv_success,similarity,oracle_score,edit_distance,edit_distance_norm,latency_s,difficulty,drift_category,query_complexity,sqlstate,captured_error,model_error,prompt_sha1,response_sha1
SDR-42-0003,42,Gemma3_27b,"SELECT ""customer_id"" FROM ""customers"" WHERE ""customer_id"" IS NOT NULL LIMIT 100;","SELECT ""cust_id"" FROM ""customers"" WHERE ""cust_id"" IS NOT NULL LIMIT 100;","SELECT cust_id FROM ""customers"" WHERE NOT cust_id IS NULL LIMIT 100;",True,True,1.0,1.0,11,0.1527777777777778,8.461759805679321,1,multi_column,simple,42703,"column ""customer_id"" does not exist
LINE 1: SELECT ""customer_id"" FROM ""customers"" WHERE ""customer_id"" IS...
               ^
",,860e12a50b97618b83594021199934259a2d8229,bfbc4af46e45fe4239ab4036ce8e63f232b012a4
SDR-42-0003,42,DeepSeek_7b,"SELECT ""customer_id"" FROM ""customers"" WHERE ""customer_id"" IS NOT NULL LIMIT 100;","SELECT ""cust_id"" FROM ""customers"" WHERE ""cust_id"" IS NOT NULL LIMIT 100;","SELECT cust_id FROM ""customers"" WHERE NOT cust_id IS NULL LIMIT 100;",True,True,1.0,1.0,11,0.1527777777777778,6.195220947265625,1,multi_column,simple,42703,"column ""customer_id"" does not exist
LINE 1: SELECT ""customer_id"" FROM ""customers"" WHERE ""customer_id"" IS...
               ^
",,860e12a50b97618b83594021199934259a2d8229,0b49e7c670da7fde38923ef575d3d4e1b1153ce2
SDR-42-0003,42,Mistral_7b,"SELECT ""customer_id"" FROM ""customers"" WHERE ""customer_id"" IS NOT NULL LIMIT 100;",SELECT cust_id FROM customers WHERE cust_id IS NOT NULL LIMIT 100;,"SELECT cust_id FROM ""customers"" WHERE NOT cust_id IS NULL LIMIT 100;",True,True,1.0,1.0,10,0.14705882352941177,3.1980092525482178,1,multi_column,simple,42703,"column ""customer_id"" does not exist
LINE 1: SELECT ""customer_id"" FROM ""customers"" WHERE ""customer_id"" IS...
               ^
",,860e12a50b97618b83594021199934259a2d8229,4dee03ab9e427fcf4283b155e72f565872180427
SDR-42-0003,42,phi4_14b,"SELECT ""customer_id"" FROM ""customers"" WHERE ""customer_id"" IS NOT NULL LIMIT 100;","SELECT ""cust_id"" FROM ""customers"" WHERE ""cust_id"" IS NOT NULL LIMIT 100;","SELECT cust_id FROM ""customers"" WHERE NOT cust_id IS NULL LIMIT 100;",True,True,1.0,1.0,11,0.1527777777777778,5.84666895866394,1,multi_column,simple,42703,"column ""customer_id"" does not exist
LINE 1: SELECT ""customer_id"" FROM ""customers"" WHERE ""customer_id"" IS...
               ^
",,860e12a50b97618b83594021199934259a2d8229,204873b209cfa612159d6e472d4e4c2bf975f086
SDR-42-0003,42,baseline_fuzzy,"SELECT ""customer_id"" FROM ""customers"" WHERE ""customer_id"" IS NOT NULL LIMIT 100;","SELECT ""customer_id"" FROM ""customers"" WHERE ""customer_id"" IS NOT NULL LIMIT 100;","SELECT cust_id FROM ""customers"" WHERE NOT cust_id IS NULL LIMIT 100;",False,False,0.0,0.0,19,0.2375,0.0,1,multi_column,simple,42703,"column ""customer_id"" does not exist
LINE 1: SELECT ""customer_id"" FROM ""customers"" WHERE ""customer_id"" IS...
               ^
","column ""customer_id"" does not exist
LINE 1: SELECT ""customer_id"" FROM ""customers"" WHERE ""customer_id"" IS...
               ^
",860e12a50b97618b83594021199934259a2d8229,7d4db91edae64e28b498f9fab78630017af52946
SDR-42-0004,42,Gemma3_27b,"WITH t AS (SELECT ""unit_price"" AS key_col FROM ""products"" WHERE ""unit_price"" IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT ""unit_price"" AS key_col FROM ""order_items"" WHERE ""unit_price"" IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT cost AS key_col FROM product_catalog WHERE NOT cost IS NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;",True,False,0.0,0.0,37,0.21022727272727273,9.175490379333496,1,mixed,cte,42P01,"relation ""products"" does not exist
LINE 1: WITH t AS (SELECT ""unit_price"" AS key_col FROM ""products"" WH...
                                                       ^
",,7f84f72b52095242bfeb7c4b39c6859c3c884153,70935285d107c2d370338874a519ac453922388b
SDR-42-0004,42,DeepSeek_7b,"WITH t AS (SELECT ""unit_price"" AS key_col FROM ""products"" WHERE ""unit_price"" IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT ""unit_price"" AS key_col FROM ""product_catalog"" WHERE ""unit_price"" IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT cost AS key_col FROM product_catalog WHERE NOT cost IS NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;",False,False,0.0,0.0,27,0.15,7.636629343032837,1,mixed,cte,42P01,"relation ""products"" does not exist
LINE 1: WITH t AS (SELECT ""unit_price"" AS key_col FROM ""products"" WH...
                                                       ^
","column ""unit_price"" does not exist
LINE 1: WITH t AS (SELECT ""unit_price"" AS key_col FROM ""product_cata...
                          ^
",7f84f72b52095242bfeb7c4b39c6859c3c884153,e55f9bea79e86a386c321bb9bb1e4f210df67bc1
SDR-42-0004,42,Mistral_7b,"WITH t AS (SELECT ""unit_price"" AS key_col FROM ""products"" WHERE ""unit_price"" IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT unit_price AS key_col FROM order_items WHERE unit_price IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT cost AS key_col FROM product_catalog WHERE NOT cost IS NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;",True,False,0.0,0.0,32,0.18823529411764706,3.280595541000366,1,mixed,cte,42P01,"relation ""products"" does not exist
LINE 1: WITH t AS (SELECT ""unit_price"" AS key_col FROM ""products"" WH...
                                                       ^
",,7f84f72b52095242bfeb7c4b39c6859c3c884153,b7430b841891de5765181388e5769ab446da54b8
SDR-42-0004,42,phi4_14b,"WITH t AS (SELECT ""unit_price"" AS key_col FROM ""products"" WHERE ""unit_price"" IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT ""unit_price"" AS key_col FROM ""order_items"" WHERE ""unit_price"" IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT cost AS key_col FROM product_catalog WHERE NOT cost IS NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;",True,False,0.0,0.0,37,0.21022727272727273,5.9341301918029785,1,mixed,cte,42P01,"relation ""products"" does not exist
LINE 1: WITH t AS (SELECT ""unit_price"" AS key_col FROM ""products"" WH...
                                                       ^
",,7f84f72b52095242bfeb7c4b39c6859c3c884153,5cf005d99a679ac09e21faf5ec79a94f8bdcbca0
SDR-42-0004,42,baseline_fuzzy,"WITH t AS (SELECT ""unit_price"" AS key_col FROM ""products"" WHERE ""unit_price"" IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT ""unit_price"" AS key_col FROM product_catalog WHERE NOT ""unit_price"" IS NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT cost AS key_col FROM product_catalog WHERE NOT cost IS NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;",False,False,0.0,0.0,22,0.12359550561797752,0.0,1,mixed,cte,42P01,"relation ""products"" does not exist
LINE 1: WITH t AS (SELECT ""unit_price"" AS key_col FROM ""products"" WH...
                                                       ^
","column ""unit_price"" does not exist
LINE 1: WITH t AS (SELECT ""unit_price"" AS key_col FROM product_catal...
                          ^
",7f84f72b52095242bfeb7c4b39c6859c3c884153,3ffcc29a1f7906c0a7099ae209eab44a78a6d8a7
SDR-42-0005,42,Gemma3_27b,"WITH t AS (SELECT ""customer_id"" AS key_col FROM ""orders"" WHERE ""customer_id"" IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT uid AS key_col FROM orders WHERE uid IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT uid AS key_col FROM ""orders"" WHERE NOT uid IS NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;",True,True,1.0,1.0,10,0.06535947712418301,9.208927154541016,1,multi_column,cte,42703,"column ""customer_id"" does not exist
LINE 1: WITH t AS (SELECT ""customer_id"" AS key_col FROM ""orders"" WHE...
                          ^
",,090cb0e32ce1e70f5e6b736ad270ce7d01f42643,5c46f82e608e1e8ed6833ffcb60a7664ffdef20b
SDR-42-0005,42,DeepSeek_7b,"WITH t AS (SELECT ""customer_id"" AS key_col FROM ""orders"" WHERE ""customer_id"" IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT ""uid"" AS key_col FROM ""orders"" WHERE ""uid"" IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT uid AS key_col FROM ""orders"" WHERE NOT uid IS NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;",True,True,1.0,1.0,11,0.07006369426751592,7.10601544380188,1,multi_column,cte,42703,"column ""customer_id"" does not exist
LINE 1: WITH t AS (SELECT ""customer_id"" AS key_col FROM ""orders"" WHE...
                          ^
",,090cb0e32ce1e70f5e6b736ad270ce7d01f42643,dc3b78ff6b6c837d04ba4840396661656e13add9
SDR-42-0005,42,Mistral_7b,"WITH t AS (SELECT ""customer_id"" AS key_col FROM ""orders"" WHERE ""customer_id"" IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT ""orders"".""customer_id"" AS key_col FROM ""orders"" WHERE ""orders"".""customer_id"" IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT uid AS key_col FROM ""orders"" WHERE NOT uid IS NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;",False,False,0.0,0.0,41,0.21465968586387435,3.3388290405273438,1,multi_column,cte,42703,"column ""customer_id"" does not exist
LINE 1: WITH t AS (SELECT ""customer_id"" AS key_col FROM ""orders"" WHE...
                          ^
","column orders.customer_id does not exist
LINE 1: WITH t AS (SELECT ""orders"".""customer_id"" AS key_col FROM ""or...
                          ^
",090cb0e32ce1e70f5e6b736ad270ce7d01f42643,8849f40d0fabb4319b933ee3ba08063019170f4a
SDR-42-0005,42,phi4_14b,"WITH t AS (SELECT ""customer_id"" AS key_col FROM ""orders"" WHERE ""customer_id"" IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT ""customer_id"" AS key_col FROM ""orders"" WHERE ""customer_id"" IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT uid AS key_col FROM ""orders"" WHERE NOT uid IS NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;",False,False,0.0,0.0,24,0.13872832369942195,6.678943872451782,1,multi_column,cte,42703,"column ""customer_id"" does not exist
LINE 1: WITH t AS (SELECT ""customer_id"" AS key_col FROM ""orders"" WHE...
                          ^
","column ""customer_id"" does not exist
LINE 1: WITH t AS (SELECT ""customer_id"" AS key_col FROM ""orders"" WHE...
                          ^
",090cb0e32ce1e70f5e6b736ad270ce7d01f42643,be87702447158df5f74e522fbbf7beb0efbf18d7
SDR-42-0005,42,baseline_fuzzy,"WITH t AS (SELECT ""customer_id"" AS key_col FROM ""orders"" WHERE ""customer_id"" IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT ""customer_id"" AS key_col FROM ""orders"" WHERE ""customer_id"" IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT uid AS key_col FROM ""orders"" WHERE NOT uid IS NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;",False,False,0.0,0.0,24,0.13872832369942195,0.0,1,multi_column,cte,42703,"column ""customer_id"" does not exist
LINE 1: WITH t AS (SELECT ""customer_id"" AS key_col FROM ""orders"" WHE...
                          ^
","column ""customer_id"" does not exist
LINE 1: WITH t AS (SELECT ""customer_id"" AS key_col FROM ""orders"" WHE...
                          ^
",090cb0e32ce1e70f5e6b736ad270ce7d01f42643,ff6600673d004b9ed14ed419b6e55848da4a34bc
SDR-42-0006,42,Gemma3_27b,"WITH t AS (SELECT ""total_amount"" AS key_col FROM ""orders"" WHERE ""total_amount"" IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT ""amount"" AS key_col FROM ""orders"" WHERE ""amount"" IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT amount AS key_col FROM ""orders"" WHERE NOT amount IS NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;",True,True,1.0,1.0,11,0.06748466257668712,9.003388166427612,1,single_column,cte,42703,"column ""total_amount"" does not exist
LINE 1: WITH t AS (SELECT ""total_amount"" AS key_col FROM ""orders"" WH...
                          ^
",,ae9df3471bb8aa77dd7b74ed44875dc534248424,5af886dda44314677eb25537a51691b488614be5
SDR-42-0006,42,DeepSeek_7b,"WITH t AS (SELECT ""total_amount"" AS key_col FROM ""orders"" WHERE ""total_amount"" IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT amount AS key_col FROM ""orders"" WHERE amount IS NOT NULL)
SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT amount AS key_col FROM ""orders"" WHERE NOT amount IS NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;",True,True,1.0,1.0,8,0.050314465408805034,7.374858617782593,1,single_column,cte,42703,"column ""total_amount"" does not exist
LINE 1: WITH t AS (SELECT ""total_amount"" AS key_col FROM ""orders"" WH...
                          ^
",,ae9df3471bb8aa77dd7b74ed44875dc534248424,60c5a60fa24cc3cb1a66aad7f32656ab970d0322
SDR-42-0006,42,Mistral_7b,"WITH t AS (SELECT ""total_amount"" AS key_col FROM ""orders"" WHERE ""total_amount"" IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT SUM(amount) AS total_amount FROM orders WHERE amount IS NOT NULL)
   SELECT total_amount AS key_col, COUNT(*) AS cnt
   FROM t
   GROUP BY key_col
   ORDER BY cnt DESC
   LIMIT 25;","WITH t AS (SELECT amount AS key_col FROM ""orders"" WHERE NOT amount IS NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;",True,False,0.0,0.0,41,0.22404371584699453,3.2804126739501953,1,single_column,cte,42703,"column ""total_amount"" does not exist
LINE 1: WITH t AS (SELECT ""total_amount"" AS key_col FROM ""orders"" WH...
                          ^
",,ae9df3471bb8aa77dd7b74ed44875dc534248424,f4faac3c6a9c940406feb98781bde3cfff8031d2
SDR-42-0006,42,phi4_14b,"WITH t AS (SELECT ""total_amount"" AS key_col FROM ""orders"" WHERE ""total_amount"" IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT amount AS key_col FROM ""orders"" WHERE amount IS NOT NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;","WITH t AS (SELECT amount AS key_col FROM ""orders"" WHERE NOT amount IS NULL) SELECT key_col, COUNT(*) AS cnt FROM t GROUP BY key_col ORDER BY cnt DESC LIMIT 25;",True,True,1.0,1.0,8,0.050314465408805034,5.835188150405884,1,single_column,cte,42703,"column ""total_amount"" does not exist
LINE 1: WITH t AS (SELECT ""total_amount"" AS key_col FROM ""orders"" WH...
                          ^
",,ae9df3471bb8aa77dd7b74ed44875dc534248424,1e0357d1f511bf8fc94790b15c2cd97dc6122428
